
[2026-02-25 07:54:22.208]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:54:22.458]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:54:22.459]	[main.py - <module>():91]		SOLUSDT — price=81.5000, 24h_high=82.9900, atr=0.214721
[2026-02-25 07:54:22.459]	[logic.py - should_long_dca():181]		[DCA] drop=1.80% level=0 (was 0) -> no new level
[2026-02-25 07:54:22.459]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:54:32.464]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:54:32.721]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:54:32.722]	[main.py - <module>():91]		BTCUSDT — price=64906.0700, 24h_high=66310.0000, atr=110.506947
[2026-02-25 07:54:32.722]	[logic.py - should_long_dca():181]		[DCA] drop=2.12% level=1 (was 0) -> NEW LEVEL spend=$2.12
[2026-02-25 07:54:32.722]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1703% vs required 0.3000%
[2026-02-25 07:54:32.722]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:54:33.041]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:54:33.042]	[main.py - <module>():91]		ETHUSDT — price=1885.8700, 24h_high=1944.8600, atr=4.122524
[2026-02-25 07:54:33.043]	[logic.py - should_long_dca():181]		[DCA] drop=3.03% level=1 (was 0) -> NEW LEVEL spend=$3.03
[2026-02-25 07:54:33.043]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2186% vs required 0.3000%
[2026-02-25 07:54:33.043]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:54:33.428]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:54:33.430]	[main.py - <module>():91]		SOLUSDT — price=81.5000, 24h_high=82.9900, atr=0.214721
[2026-02-25 07:54:33.430]	[logic.py - should_long_dca():181]		[DCA] drop=1.80% level=0 (was 0) -> no new level
[2026-02-25 07:54:33.430]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:54:43.436]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:54:43.738]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:54:43.740]	[main.py - <module>():91]		BTCUSDT — price=64903.1300, 24h_high=66310.0000, atr=110.506947
[2026-02-25 07:54:43.740]	[logic.py - should_long_dca():181]		[DCA] drop=2.12% level=1 (was 0) -> NEW LEVEL spend=$2.12
[2026-02-25 07:54:43.741]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1703% vs required 0.3000%
[2026-02-25 07:54:43.741]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:54:44.025]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:54:44.026]	[main.py - <module>():91]		ETHUSDT — price=1886.0000, 24h_high=1944.8600, atr=4.122524
[2026-02-25 07:54:44.026]	[logic.py - should_long_dca():181]		[DCA] drop=3.03% level=1 (was 0) -> NEW LEVEL spend=$3.03
[2026-02-25 07:54:44.027]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2186% vs required 0.3000%
[2026-02-25 07:54:44.027]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:54:44.308]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:54:44.309]	[main.py - <module>():91]		SOLUSDT — price=81.5000, 24h_high=82.9900, atr=0.214721
[2026-02-25 07:54:44.309]	[logic.py - should_long_dca():181]		[DCA] drop=1.80% level=0 (was 0) -> no new level
[2026-02-25 07:54:44.309]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:54:54.315]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:54:54.572]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:54:54.572]	[main.py - <module>():91]		BTCUSDT — price=64905.2000, 24h_high=66310.0000, atr=110.506947
[2026-02-25 07:54:54.573]	[logic.py - should_long_dca():181]		[DCA] drop=2.12% level=1 (was 0) -> NEW LEVEL spend=$2.12
[2026-02-25 07:54:54.573]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1703% vs required 0.3000%
[2026-02-25 07:54:54.573]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:54:54.827]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:54:54.827]	[main.py - <module>():91]		ETHUSDT — price=1886.2200, 24h_high=1944.8600, atr=4.122524
[2026-02-25 07:54:54.827]	[logic.py - should_long_dca():181]		[DCA] drop=3.02% level=1 (was 0) -> NEW LEVEL spend=$3.02
[2026-02-25 07:54:54.828]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2186% vs required 0.3000%
[2026-02-25 07:54:54.828]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:54:55.736]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:54:55.737]	[main.py - <module>():91]		SOLUSDT — price=81.5200, 24h_high=82.9900, atr=0.214721
[2026-02-25 07:54:55.737]	[logic.py - should_long_dca():181]		[DCA] drop=1.77% level=0 (was 0) -> no new level
[2026-02-25 07:54:55.737]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:55:05.743]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:55:06.030]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:06.031]	[main.py - <module>():91]		BTCUSDT — price=64905.2000, 24h_high=66310.0000, atr=102.614308
[2026-02-25 07:55:06.031]	[logic.py - should_long_dca():181]		[DCA] drop=2.12% level=1 (was 0) -> NEW LEVEL spend=$2.12
[2026-02-25 07:55:06.032]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1581% vs required 0.3000%
[2026-02-25 07:55:06.032]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:55:06.298]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:06.299]	[main.py - <module>():91]		ETHUSDT — price=1886.3000, 24h_high=1944.8600, atr=3.834487
[2026-02-25 07:55:06.299]	[logic.py - should_long_dca():181]		[DCA] drop=3.01% level=1 (was 0) -> NEW LEVEL spend=$3.01
[2026-02-25 07:55:06.300]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2033% vs required 0.3000%
[2026-02-25 07:55:06.300]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:55:06.554]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:06.555]	[main.py - <module>():91]		SOLUSDT — price=81.5200, 24h_high=82.9900, atr=0.200098
[2026-02-25 07:55:06.555]	[logic.py - should_long_dca():181]		[DCA] drop=1.77% level=0 (was 0) -> no new level
[2026-02-25 07:55:06.555]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:55:16.560]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:55:16.819]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:16.820]	[main.py - <module>():91]		BTCUSDT — price=64905.2100, 24h_high=66310.0000, atr=102.614308
[2026-02-25 07:55:16.820]	[logic.py - should_long_dca():181]		[DCA] drop=2.12% level=1 (was 0) -> NEW LEVEL spend=$2.12
[2026-02-25 07:55:16.820]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1581% vs required 0.3000%
[2026-02-25 07:55:16.820]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:55:17.071]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:17.072]	[main.py - <module>():91]		ETHUSDT — price=1886.5800, 24h_high=1944.8600, atr=3.854487
[2026-02-25 07:55:17.072]	[logic.py - should_long_dca():181]		[DCA] drop=3.00% level=1 (was 0) -> NEW LEVEL spend=$3.00
[2026-02-25 07:55:17.072]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2043% vs required 0.3000%
[2026-02-25 07:55:17.072]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:55:17.554]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:17.555]	[main.py - <module>():91]		SOLUSDT — price=81.5200, 24h_high=82.9900, atr=0.200098
[2026-02-25 07:55:17.556]	[logic.py - should_long_dca():181]		[DCA] drop=1.77% level=0 (was 0) -> no new level
[2026-02-25 07:55:17.556]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:55:27.562]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:55:28.050]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:28.050]	[main.py - <module>():91]		BTCUSDT — price=64900.0100, 24h_high=66310.0000, atr=102.985736
[2026-02-25 07:55:28.051]	[logic.py - should_long_dca():181]		[DCA] drop=2.13% level=1 (was 0) -> NEW LEVEL spend=$2.13
[2026-02-25 07:55:28.051]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1587% vs required 0.3000%
[2026-02-25 07:55:28.052]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:55:28.305]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:28.306]	[main.py - <module>():91]		ETHUSDT — price=1886.3200, 24h_high=1944.8600, atr=3.854487
[2026-02-25 07:55:28.306]	[logic.py - should_long_dca():181]		[DCA] drop=3.01% level=1 (was 0) -> NEW LEVEL spend=$3.01
[2026-02-25 07:55:28.306]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2043% vs required 0.3000%
[2026-02-25 07:55:28.306]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:55:28.558]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:28.559]	[main.py - <module>():91]		SOLUSDT — price=81.4800, 24h_high=82.9900, atr=0.202241
[2026-02-25 07:55:28.559]	[logic.py - should_long_dca():181]		[DCA] drop=1.82% level=0 (was 0) -> no new level
[2026-02-25 07:55:28.559]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:55:38.565]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:55:38.840]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:38.841]	[main.py - <module>():91]		BTCUSDT — price=64900.0000, 24h_high=66310.0000, atr=102.985736
[2026-02-25 07:55:38.841]	[logic.py - should_long_dca():181]		[DCA] drop=2.13% level=1 (was 0) -> NEW LEVEL spend=$2.13
[2026-02-25 07:55:38.842]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1587% vs required 0.3000%
[2026-02-25 07:55:38.842]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:55:39.095]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:39.096]	[main.py - <module>():91]		ETHUSDT — price=1886.3100, 24h_high=1944.8600, atr=3.854487
[2026-02-25 07:55:39.096]	[logic.py - should_long_dca():181]		[DCA] drop=3.01% level=1 (was 0) -> NEW LEVEL spend=$3.01
[2026-02-25 07:55:39.096]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2043% vs required 0.3000%
[2026-02-25 07:55:39.096]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:55:39.381]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:39.382]	[main.py - <module>():91]		SOLUSDT — price=81.4900, 24h_high=82.9900, atr=0.202241
[2026-02-25 07:55:39.383]	[logic.py - should_long_dca():181]		[DCA] drop=1.81% level=0 (was 0) -> no new level
[2026-02-25 07:55:39.383]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:55:49.388]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:55:49.644]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:49.645]	[main.py - <module>():91]		BTCUSDT — price=64889.4200, 24h_high=66310.0000, atr=103.741451
[2026-02-25 07:55:49.645]	[logic.py - should_long_dca():181]		[DCA] drop=2.14% level=1 (was 0) -> NEW LEVEL spend=$2.14
[2026-02-25 07:55:49.645]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1599% vs required 0.3000%
[2026-02-25 07:55:49.645]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:55:49.912]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:49.913]	[main.py - <module>():91]		ETHUSDT — price=1885.8400, 24h_high=1944.8600, atr=3.881630
[2026-02-25 07:55:49.914]	[logic.py - should_long_dca():181]		[DCA] drop=3.03% level=1 (was 0) -> NEW LEVEL spend=$3.03
[2026-02-25 07:55:49.914]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2058% vs required 0.3000%
[2026-02-25 07:55:49.914]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:55:50.189]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:55:50.190]	[main.py - <module>():91]		SOLUSDT — price=81.4500, 24h_high=82.9900, atr=0.204384
[2026-02-25 07:55:50.190]	[logic.py - should_long_dca():181]		[DCA] drop=1.86% level=0 (was 0) -> no new level
[2026-02-25 07:55:50.191]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:56:00.196]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:56:00.454]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:56:00.455]	[main.py - <module>():91]		BTCUSDT — price=64865.7900, 24h_high=66310.0000, atr=105.430022
[2026-02-25 07:56:00.455]	[logic.py - should_long_dca():181]		[DCA] drop=2.18% level=1 (was 0) -> NEW LEVEL spend=$2.18
[2026-02-25 07:56:00.455]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1625% vs required 0.3000%
[2026-02-25 07:56:00.455]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:56:00.720]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:56:00.721]	[main.py - <module>():91]		ETHUSDT — price=1885.3600, 24h_high=1944.8600, atr=3.915201
[2026-02-25 07:56:00.722]	[logic.py - should_long_dca():181]		[DCA] drop=3.06% level=1 (was 0) -> NEW LEVEL spend=$3.06
[2026-02-25 07:56:00.722]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2077% vs required 0.3000%
[2026-02-25 07:56:00.722]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:56:00.984]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:56:00.984]	[main.py - <module>():91]		SOLUSDT — price=81.4400, 24h_high=82.9900, atr=0.205812
[2026-02-25 07:56:00.985]	[logic.py - should_long_dca():181]		[DCA] drop=1.87% level=0 (was 0) -> no new level
[2026-02-25 07:56:00.985]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:56:10.990]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:56:11.241]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:56:11.241]	[main.py - <module>():91]		BTCUSDT — price=64882.3000, 24h_high=66310.0000, atr=105.430022
[2026-02-25 07:56:11.242]	[logic.py - should_long_dca():181]		[DCA] drop=2.15% level=1 (was 0) -> NEW LEVEL spend=$2.15
[2026-02-25 07:56:11.242]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1625% vs required 0.3000%
[2026-02-25 07:56:11.242]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:56:11.497]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:56:11.497]	[main.py - <module>():91]		ETHUSDT — price=1885.7700, 24h_high=1944.8600, atr=3.915915
[2026-02-25 07:56:11.498]	[logic.py - should_long_dca():181]		[DCA] drop=3.04% level=1 (was 0) -> NEW LEVEL spend=$3.04
[2026-02-25 07:56:11.498]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2077% vs required 0.3000%
[2026-02-25 07:56:11.498]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:56:11.764]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:56:11.765]	[main.py - <module>():91]		SOLUSDT — price=81.4800, 24h_high=82.9900, atr=0.205812
[2026-02-25 07:56:11.766]	[logic.py - should_long_dca():181]		[DCA] drop=1.82% level=0 (was 0) -> no new level
[2026-02-25 07:56:11.766]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:56:21.767]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:56:22.019]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:56:22.020]	[main.py - <module>():91]		BTCUSDT — price=64898.3500, 24h_high=66310.0000, atr=105.430022
[2026-02-25 07:56:22.020]	[logic.py - should_long_dca():181]		[DCA] drop=2.13% level=1 (was 0) -> NEW LEVEL spend=$2.13
[2026-02-25 07:56:22.020]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1625% vs required 0.3000%
[2026-02-25 07:56:22.020]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:56:22.272]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:56:22.273]	[main.py - <module>():91]		ETHUSDT — price=1885.8400, 24h_high=1944.8600, atr=3.915915
[2026-02-25 07:56:22.273]	[logic.py - should_long_dca():181]		[DCA] drop=3.03% level=1 (was 0) -> NEW LEVEL spend=$3.03
[2026-02-25 07:56:22.273]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.2076% vs required 0.3000%
[2026-02-25 07:56:22.274]	[main.py - <module>():70]		── Processing SOLUSDT ──
[2026-02-25 07:56:22.536]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:56:22.538]	[main.py - <module>():91]		SOLUSDT — price=81.4800, 24h_high=82.9900, atr=0.205812
[2026-02-25 07:56:22.538]	[logic.py - should_long_dca():181]		[DCA] drop=1.82% level=0 (was 0) -> no new level
[2026-02-25 07:56:22.539]	[main.py - <module>():143]		── Sleeping 10s ──
[2026-02-25 07:56:32.545]	[main.py - <module>():70]		── Processing BTCUSDT ──
[2026-02-25 07:56:32.828]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:56:32.830]	[main.py - <module>():91]		BTCUSDT — price=64895.5500, 24h_high=66310.0000, atr=105.430022
[2026-02-25 07:56:32.830]	[logic.py - should_long_dca():181]		[DCA] drop=2.13% level=1 (was 0) -> NEW LEVEL spend=$2.13
[2026-02-25 07:56:32.830]	[logic.py - should_long_dca():189]		[ATR] atr_edge=0.1625% vs required 0.3000%
[2026-02-25 07:56:32.831]	[main.py - <module>():70]		── Processing ETHUSDT ──
[2026-02-25 07:56:33.089]	[indicators.py - add_indicators():48]		Added indicators: ema9, ema21, ema50, ema200, rsi, atr, vol_ma, macd, bbands
[2026-02-25 07:56:33.090]	[main.py - <module>():91]		ETHUSDT — price=1885.8300, 24h_high=1944.8600, atr=3.915915
[2026-02-25 07:56:33.090]	[logic.py - should_long_dca():181]		[DCA] drop=3.04% level=1 (was 0) -> NEW LEVEL spend=$3.04
